wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: st125985 (st125985-asian-institute-of-technology) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run vm4hu445
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /home/dsia-st125985/SpineVQA/wandb/run-20260610_075903-vm4hu445
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run E3a-LocalizationContrastive-NewSplit
wandb: ⭐️ View project at https://wandb.ai/st125985-asian-institute-of-technology/SpineVQA-CL
wandb: 🚀 View run at https://wandb.ai/st125985-asian-institute-of-technology/SpineVQA-CL/runs/vm4hu445
================================================================================
E3a: Localization-Aware Contrastive Learning
Positive pair = same disease AND same spinal level pattern
================================================================================
Device: cuda

Loading datasets...
Train samples: 49,617
Val samples:   12,409
Test samples:  2,128

Class counts:
  Subarticular Stenosis              :  10914 | weight=0.017
  Foraminal stenosis                 :   6774 | weight=0.028
  Healthy                            :   4216 | weight=0.045
  Osteophytes                        :   3144 | weight=0.060
  Spinal Canal Stenosis              :   1938 | weight=0.097
  cervical Lordosis                  :   1276 | weight=0.147
  Straight cervical vertebrae        :   1230 | weight=0.153
  sigmoid cervical vertebrae         :    692 | weight=0.272
  cervical Kyphosis                  :    309 | weight=0.609
  Disc space narrowing               :    148 | weight=1.271
  Spondylolisthesis                  :     62 | weight=3.033
  Vertebral collapse                 :     30 | weight=6.269

Training...
================================================================================
Epoch |     Loss |     Task |      Con | TrainCls |   ValCls |   ValLoc | ValOverall | Save
--------------------------------------------------------------------------------
wandb: WARNING Fatal error while uploading data. Some run data will not be synced, but it will still be written to disk. Use `wandb sync` at the end of the run to try uploading.
Epoch 01 | Step 0000/3102 | Loss 3.9675 | Task 3.1745 | Con 2.6435
Epoch 09 | Step 0600/3102 | Loss 1.5574 | Task 0.9144 | Con 2.1434
Epoch 09 | Step 0700/3102 | Loss 1.8582 | Task 1.1623 | Con 2.3199
Epoch 09 | Step 0800/3102 | Loss 1.5218 | Task 0.9110 | Con 2.0359
Epoch 09 | Step 0900/3102 | Loss 2.1065 | Task 1.5761 | Con 1.7680
Epoch 09 | Step 1000/3102 | Loss 1.8310 | Task 1.1059 | Con 2.4169
Epoch 09 | Step 1100/3102 | Loss 1.7485 | Task 1.3001 | Con 1.4947
Epoch 09 | Step 1200/3102 | Loss 1.3792 | Task 0.6405 | Con 2.4622
Epoch 09 | Step 1300/3102 | Loss 1.8731 | Task 1.2698 | Con 2.0112
Epoch 09 | Step 1400/3102 | Loss 3.8970 | Task 3.2460 | Con 2.1700
Epoch 09 | Step 1500/3102 | Loss 1.2840 | Task 0.6804 | Con 2.0120
Epoch 09 | Step 1600/3102 | Loss 0.9405 | Task 0.3706 | Con 1.8997
Epoch 09 | Step 1700/3102 | Loss 1.6793 | Task 1.0594 | Con 2.0663
Epoch 09 | Step 1800/3102 | Loss 0.4658 | Task 0.4658 | Con 0.0000
Epoch 09 | Step 1900/3102 | Loss 1.4473 | Task 0.8488 | Con 1.9949
Epoch 09 | Step 2000/3102 | Loss 1.4581 | Task 0.7639 | Con 2.3139
Epoch 09 | Step 2100/3102 | Loss 2.0886 | Task 1.1649 | Con 3.0791
Epoch 09 | Step 2200/3102 | Loss 1.8147 | Task 1.0639 | Con 2.5025
Epoch 09 | Step 2300/3102 | Loss 1.3949 | Task 0.8962 | Con 1.6624
Epoch 09 | Step 2400/3102 | Loss 1.2859 | Task 0.7455 | Con 1.8014
Epoch 09 | Step 2500/3102 | Loss 1.0878 | Task 0.4853 | Con 2.0084
Epoch 09 | Step 2600/3102 | Loss 1.2278 | Task 0.6197 | Con 2.0273
Epoch 09 | Step 2700/3102 | Loss 1.5347 | Task 0.9850 | Con 1.8323
Epoch 09 | Step 2800/3102 | Loss 1.6529 | Task 0.9788 | Con 2.2472
Epoch 09 | Step 2900/3102 | Loss 6.4306 | Task 5.6176 | Con 2.7103
Epoch 09 | Step 3000/3102 | Loss 1.3095 | Task 0.6384 | Con 2.2369
Epoch 09 | Step 3100/3102 | Loss 1.6924 | Task 0.9866 | Con 2.3525
    9 |   1.7799 |   1.1542 |   2.0859 |    85.48 |    86.18 |    54.62 |      74.15 | ✓
Epoch 10 | Step 0000/3102 | Loss 2.1138 | Task 1.2201 | Con 2.9790
Epoch 10 | Step 0100/3102 | Loss 2.0143 | Task 1.3180 | Con 2.3208
Epoch 10 | Step 0200/3102 | Loss 1.8740 | Task 1.1117 | Con 2.5409
Epoch 10 | Step 0300/3102 | Loss 1.3813 | Task 0.5344 | Con 2.8228
Epoch 10 | Step 0400/3102 | Loss 1.3168 | Task 0.7712 | Con 1.8184
Epoch 10 | Step 0500/3102 | Loss 0.9107 | Task 0.3442 | Con 1.8885
Epoch 10 | Step 0600/3102 | Loss 1.6533 | Task 0.8300 | Con 2.7444
Epoch 10 | Step 0700/3102 | Loss 2.2408 | Task 1.4750 | Con 2.5527
Epoch 10 | Step 0800/3102 | Loss 1.5111 | Task 0.9056 | Con 2.0184
Epoch 10 | Step 0900/3102 | Loss 1.7956 | Task 1.2512 | Con 1.8147
Epoch 10 | Step 1000/3102 | Loss 1.4313 | Task 0.6423 | Con 2.6299
Epoch 10 | Step 1100/3102 | Loss 1.5060 | Task 0.7743 | Con 2.4388
Epoch 10 | Step 1200/3102 | Loss 1.3877 | Task 0.7503 | Con 2.1247
Epoch 10 | Step 1300/3102 | Loss 3.9793 | Task 3.4641 | Con 1.7172
Epoch 10 | Step 1400/3102 | Loss 1.8156 | Task 1.1947 | Con 2.0696
Epoch 10 | Step 1500/3102 | Loss 1.1410 | Task 0.4568 | Con 2.2808
Epoch 10 | Step 1600/3102 | Loss 2.5869 | Task 1.9422 | Con 2.1492
Epoch 10 | Step 1700/3102 | Loss 3.0019 | Task 2.5425 | Con 1.5313
Epoch 10 | Step 1800/3102 | Loss 2.6303 | Task 1.8914 | Con 2.4628
Epoch 10 | Step 1900/3102 | Loss 1.2837 | Task 0.5483 | Con 2.4514
Epoch 10 | Step 2000/3102 | Loss 2.4248 | Task 1.9771 | Con 1.4923
Epoch 10 | Step 2100/3102 | Loss 1.4870 | Task 0.8669 | Con 2.0672
Epoch 10 | Step 2200/3102 | Loss 1.6123 | Task 0.8050 | Con 2.6908
Epoch 10 | Step 2300/3102 | Loss 1.0456 | Task 0.3633 | Con 2.2745
Epoch 10 | Step 2400/3102 | Loss 1.1157 | Task 0.4046 | Con 2.3702
Epoch 10 | Step 2500/3102 | Loss 1.4121 | Task 0.6393 | Con 2.5761
Epoch 10 | Step 2600/3102 | Loss 7.8048 | Task 7.1746 | Con 2.1005
Epoch 10 | Step 2700/3102 | Loss 2.4757 | Task 1.9091 | Con 1.8886
Epoch 10 | Step 2800/3102 | Loss 3.9747 | Task 3.5112 | Con 1.5451
Epoch 10 | Step 2900/3102 | Loss 1.0732 | Task 0.4949 | Con 1.9278
Epoch 10 | Step 3000/3102 | Loss 1.2302 | Task 0.7098 | Con 1.7345
Epoch 10 | Step 3100/3102 | Loss 1.0012 | Task 0.5981 | Con 1.3438
   10 |   1.7657 |   1.1375 |   2.0941 |    85.74 |    86.19 |    53.58 |      73.76 | 
Epoch 11 | Step 0000/3102 | Loss 1.8249 | Task 1.2598 | Con 1.8836
Epoch 11 | Step 0100/3102 | Loss 2.3959 | Task 1.7959 | Con 2.0001
Epoch 11 | Step 0200/3102 | Loss 1.6448 | Task 1.1007 | Con 1.8138
Epoch 11 | Step 0300/3102 | Loss 1.0849 | Task 0.5906 | Con 1.6479
Epoch 11 | Step 0400/3102 | Loss 1.9567 | Task 1.2362 | Con 2.4017
Epoch 11 | Step 0500/3102 | Loss 1.5666 | Task 0.9746 | Con 1.9737
Epoch 11 | Step 0600/3102 | Loss 3.7561 | Task 3.1906 | Con 1.8850
Epoch 11 | Step 0700/3102 | Loss 1.3588 | Task 0.6789 | Con 2.2662
Epoch 11 | Step 0800/3102 | Loss 2.5945 | Task 1.7641 | Con 2.7681
Epoch 11 | Step 0900/3102 | Loss 1.3201 | Task 0.5902 | Con 2.4331
Epoch 11 | Step 1000/3102 | Loss 0.9592 | Task 0.4541 | Con 1.6837
Epoch 11 | Step 1100/3102 | Loss 1.5070 | Task 0.8847 | Con 2.0744
Epoch 11 | Step 1200/3102 | Loss 2.3488 | Task 1.7399 | Con 2.0296
Epoch 11 | Step 1300/3102 | Loss 1.5879 | Task 0.9831 | Con 2.0161
Epoch 11 | Step 1400/3102 | Loss 1.9994 | Task 1.2894 | Con 2.3665
Epoch 11 | Step 1500/3102 | Loss 1.0598 | Task 0.5786 | Con 1.6040
Epoch 11 | Step 1600/3102 | Loss 1.7787 | Task 1.1225 | Con 2.1870
Epoch 11 | Step 1700/3102 | Loss 1.3184 | Task 0.6696 | Con 2.1627
Epoch 11 | Step 1800/3102 | Loss 1.5159 | Task 0.9045 | Con 2.0378
Epoch 11 | Step 1900/3102 | Loss 1.7238 | Task 0.9378 | Con 2.6200
Epoch 11 | Step 2000/3102 | Loss 1.2796 | Task 0.4303 | Con 2.8309
Epoch 11 | Step 2100/3102 | Loss 1.4559 | Task 0.9465 | Con 1.6980
Epoch 11 | Step 2200/3102 | Loss 5.7744 | Task 5.1732 | Con 2.0039
Epoch 11 | Step 2300/3102 | Loss 2.1035 | Task 1.3837 | Con 2.3994
Epoch 11 | Step 2400/3102 | Loss 1.1301 | Task 0.6864 | Con 1.4790
Epoch 11 | Step 2500/3102 | Loss 0.9950 | Task 0.3522 | Con 2.1425
Epoch 11 | Step 2600/3102 | Loss 2.1855 | Task 1.2430 | Con 3.1414
Epoch 11 | Step 2700/3102 | Loss 0.8374 | Task 0.2072 | Con 2.1006
Epoch 11 | Step 2800/3102 | Loss 1.1320 | Task 0.4245 | Con 2.3584
Epoch 11 | Step 2900/3102 | Loss 1.0657 | Task 1.0657 | Con 0.0000
Epoch 11 | Step 3000/3102 | Loss 1.1261 | Task 0.5232 | Con 2.0095
Epoch 11 | Step 3100/3102 | Loss 1.9257 | Task 1.1204 | Con 2.6842
   11 |   1.7584 |   1.1332 |   2.0841 |    85.73 |    86.08 |    56.10 |      74.65 | ✓
Epoch 12 | Step 0000/3102 | Loss 1.4363 | Task 0.7275 | Con 2.3626
Epoch 12 | Step 0100/3102 | Loss 3.6086 | Task 3.1629 | Con 1.4856
Epoch 12 | Step 0200/3102 | Loss 2.5154 | Task 2.0230 | Con 1.6415
Epoch 12 | Step 0300/3102 | Loss 1.5143 | Task 0.9742 | Con 1.8006
Epoch 12 | Step 0400/3102 | Loss 1.6061 | Task 0.8966 | Con 2.3650
Epoch 12 | Step 0500/3102 | Loss 1.1374 | Task 0.5757 | Con 1.8724
Epoch 12 | Step 0600/3102 | Loss 1.3348 | Task 0.6394 | Con 2.3179
Epoch 12 | Step 0700/3102 | Loss 1.1946 | Task 0.3665 | Con 2.7603
Epoch 12 | Step 0800/3102 | Loss 3.4658 | Task 2.8734 | Con 1.9744
Epoch 12 | Step 0900/3102 | Loss 1.3561 | Task 0.6905 | Con 2.2189
Epoch 12 | Step 1000/3102 | Loss 1.8571 | Task 1.3717 | Con 1.6181
Epoch 12 | Step 1100/3102 | Loss 1.8248 | Task 1.3570 | Con 1.5594
Epoch 12 | Step 1200/3102 | Loss 1.2366 | Task 0.6999 | Con 1.7889
Epoch 12 | Step 1300/3102 | Loss 1.0868 | Task 0.3120 | Con 2.5825
Epoch 12 | Step 1400/3102 | Loss 1.9747 | Task 1.1392 | Con 2.7851
Epoch 12 | Step 1500/3102 | Loss 2.7974 | Task 2.0000 | Con 2.6579
Epoch 12 | Step 1600/3102 | Loss 1.8616 | Task 1.1961 | Con 2.2183
Epoch 12 | Step 1700/3102 | Loss 2.3746 | Task 1.7203 | Con 2.1808
Epoch 12 | Step 1800/3102 | Loss 1.4394 | Task 0.9521 | Con 1.6243
Epoch 12 | Step 1900/3102 | Loss 3.6245 | Task 3.0843 | Con 1.8006
Epoch 12 | Step 2000/3102 | Loss 1.2614 | Task 0.5851 | Con 2.2541
Epoch 12 | Step 2100/3102 | Loss 1.4501 | Task 1.0544 | Con 1.3190
Epoch 12 | Step 2200/3102 | Loss 1.8508 | Task 1.1844 | Con 2.2214
Epoch 12 | Step 2300/3102 | Loss 1.1900 | Task 0.5000 | Con 2.3001
Epoch 12 | Step 2400/3102 | Loss 1.6832 | Task 0.9245 | Con 2.5290
Epoch 12 | Step 2500/3102 | Loss 1.6443 | Task 1.1335 | Con 1.7026
Epoch 12 | Step 2600/3102 | Loss 1.9784 | Task 1.1857 | Con 2.6422
Epoch 12 | Step 2700/3102 | Loss 1.4289 | Task 0.6272 | Con 2.6724
Epoch 12 | Step 2800/3102 | Loss 1.9110 | Task 1.3517 | Con 1.8643
Epoch 12 | Step 2900/3102 | Loss 1.6345 | Task 1.0347 | Con 1.9993
Epoch 12 | Step 3000/3102 | Loss 1.0640 | Task 0.4736 | Con 1.9681
Epoch 12 | Step 3100/3102 | Loss 1.4773 | Task 1.0051 | Con 1.5741
   12 |   1.7492 |   1.1278 |   2.0711 |    86.22 |    86.13 |    55.36 |      74.40 | 
Epoch 13 | Step 0000/3102 | Loss 2.9088 | Task 2.3587 | Con 1.8337
Epoch 13 | Step 0100/3102 | Loss 1.1865 | Task 0.4947 | Con 2.3059
Epoch 13 | Step 0200/3102 | Loss 1.4207 | Task 0.5403 | Con 2.9347
Epoch 13 | Step 0300/3102 | Loss 0.9589 | Task 0.3366 | Con 2.0744
Epoch 13 | Step 0400/3102 | Loss 2.1025 | Task 1.4559 | Con 2.1551
Epoch 13 | Step 0500/3102 | Loss 0.9829 | Task 0.4295 | Con 1.8447
Epoch 13 | Step 0600/3102 | Loss 1.6607 | Task 1.1607 | Con 1.6665
Epoch 13 | Step 0700/3102 | Loss 2.6752 | Task 1.2589 | Con 4.7209
Epoch 13 | Step 0800/3102 | Loss 1.6690 | Task 1.6690 | Con 0.0000
Epoch 13 | Step 0900/3102 | Loss 2.0225 | Task 1.2716 | Con 2.5029
Epoch 13 | Step 1000/3102 | Loss 1.3352 | Task 0.7729 | Con 1.8742
Epoch 13 | Step 1100/3102 | Loss 1.3407 | Task 0.9355 | Con 1.3506
Epoch 13 | Step 1200/3102 | Loss 1.8725 | Task 1.0036 | Con 2.8963
Epoch 13 | Step 1300/3102 | Loss 1.5720 | Task 0.7943 | Con 2.5921
Epoch 13 | Step 1400/3102 | Loss 2.1688 | Task 1.6856 | Con 1.6106
Epoch 13 | Step 1500/3102 | Loss 1.0736 | Task 0.4788 | Con 1.9826
Epoch 13 | Step 1600/3102 | Loss 1.6892 | Task 1.1653 | Con 1.7464
Epoch 13 | Step 1700/3102 | Loss 1.2892 | Task 0.6507 | Con 2.1283
Epoch 13 | Step 1800/3102 | Loss 1.8832 | Task 1.3282 | Con 1.8500
Epoch 13 | Step 1900/3102 | Loss 2.6452 | Task 2.1116 | Con 1.7787
Epoch 13 | Step 2000/3102 | Loss 1.3621 | Task 0.6414 | Con 2.4024
Epoch 13 | Step 2100/3102 | Loss 1.1903 | Task 0.5711 | Con 2.0639
Epoch 13 | Step 2200/3102 | Loss 1.8702 | Task 1.1216 | Con 2.4950
Epoch 13 | Step 2300/3102 | Loss 2.2948 | Task 1.7194 | Con 1.9180
Epoch 13 | Step 2400/3102 | Loss 2.5083 | Task 2.0593 | Con 1.4967
Epoch 13 | Step 2500/3102 | Loss 1.7570 | Task 1.1331 | Con 2.0795
Epoch 13 | Step 2600/3102 | Loss 4.2363 | Task 3.7569 | Con 1.5978
Epoch 13 | Step 2700/3102 | Loss 1.5806 | Task 0.9544 | Con 2.0873
Epoch 13 | Step 2800/3102 | Loss 1.0636 | Task 0.3478 | Con 2.3860
Epoch 13 | Step 2900/3102 | Loss 2.1756 | Task 1.4945 | Con 2.2705
Epoch 13 | Step 3000/3102 | Loss 1.3760 | Task 0.7613 | Con 2.0491
Epoch 13 | Step 3100/3102 | Loss 1.9180 | Task 0.9270 | Con 3.3033
   13 |   1.7333 |   1.1109 |   2.0748 |    86.06 |    86.18 |    55.53 |      74.49 | 
Epoch 14 | Step 0000/3102 | Loss 1.4989 | Task 0.9152 | Con 1.9457
Epoch 14 | Step 0100/3102 | Loss 1.8431 | Task 0.8465 | Con 3.3218
Epoch 14 | Step 0200/3102 | Loss 1.4853 | Task 0.8010 | Con 2.2810
Epoch 14 | Step 0300/3102 | Loss 1.3993 | Task 0.7605 | Con 2.1293
Epoch 14 | Step 0400/3102 | Loss 2.1583 | Task 1.6422 | Con 1.7202
Epoch 14 | Step 0500/3102 | Loss 1.6559 | Task 1.0873 | Con 1.8950
Epoch 14 | Step 0600/3102 | Loss 2.1205 | Task 1.4630 | Con 2.1918
Epoch 14 | Step 0700/3102 | Loss 1.2150 | Task 0.7292 | Con 1.6194
Epoch 14 | Step 0800/3102 | Loss 2.2714 | Task 1.5129 | Con 2.5286
Epoch 14 | Step 0900/3102 | Loss 0.9438 | Task 0.2711 | Con 2.2422
Epoch 14 | Step 1000/3102 | Loss 1.3197 | Task 0.8157 | Con 1.6799
Epoch 14 | Step 1100/3102 | Loss 0.8647 | Task 0.4162 | Con 1.4950
Epoch 14 | Step 1200/3102 | Loss 0.9426 | Task 0.4278 | Con 1.7160
Epoch 14 | Step 1300/3102 | Loss 1.3476 | Task 0.8769 | Con 1.5690
Epoch 14 | Step 1400/3102 | Loss 1.8232 | Task 1.2289 | Con 1.9811
Epoch 14 | Step 1500/3102 | Loss 3.2030 | Task 2.6497 | Con 1.8442
Epoch 14 | Step 1600/3102 | Loss 1.1469 | Task 0.4473 | Con 2.3321
Epoch 14 | Step 1700/3102 | Loss 1.3300 | Task 0.7332 | Con 1.9894
Epoch 14 | Step 1800/3102 | Loss 1.6238 | Task 0.9332 | Con 2.3017
Epoch 14 | Step 1900/3102 | Loss 1.8079 | Task 1.0089 | Con 2.6632
Epoch 14 | Step 2000/3102 | Loss 1.4342 | Task 0.8836 | Con 1.8354
Epoch 14 | Step 2100/3102 | Loss 1.6978 | Task 0.9871 | Con 2.3691
Epoch 14 | Step 2200/3102 | Loss 1.7454 | Task 1.1231 | Con 2.0745
Epoch 14 | Step 2300/3102 | Loss 1.1726 | Task 0.4505 | Con 2.4070
Epoch 14 | Step 2400/3102 | Loss 2.8839 | Task 2.0733 | Con 2.7020
Epoch 14 | Step 2500/3102 | Loss 1.5876 | Task 0.8755 | Con 2.3734
Epoch 14 | Step 2600/3102 | Loss 1.8418 | Task 1.2795 | Con 1.8745
Epoch 14 | Step 2700/3102 | Loss 1.1762 | Task 0.5365 | Con 2.1321
Epoch 14 | Step 2800/3102 | Loss 1.3952 | Task 0.6609 | Con 2.4475
Epoch 14 | Step 2900/3102 | Loss 1.4602 | Task 0.8586 | Con 2.0056
Epoch 14 | Step 3000/3102 | Loss 1.2376 | Task 0.5867 | Con 2.1698
Epoch 14 | Step 3100/3102 | Loss 1.9003 | Task 1.4200 | Con 1.6011
   14 |   1.7354 |   1.1132 |   2.0740 |    86.19 |    86.30 |    54.64 |      74.23 | 
Epoch 15 | Step 0000/3102 | Loss 1.7531 | Task 1.0279 | Con 2.4173
Epoch 15 | Step 0100/3102 | Loss 2.4740 | Task 1.9878 | Con 1.6206
Epoch 15 | Step 0200/3102 | Loss 5.3532 | Task 4.6095 | Con 2.4792
Epoch 15 | Step 0300/3102 | Loss 0.9136 | Task 0.4035 | Con 1.7003
Epoch 15 | Step 0400/3102 | Loss 4.1207 | Task 3.7231 | Con 1.3253
Epoch 15 | Step 0500/3102 | Loss 2.0370 | Task 1.4856 | Con 1.8381
Epoch 15 | Step 0600/3102 | Loss 1.1533 | Task 0.6451 | Con 1.6941
Epoch 15 | Step 0700/3102 | Loss 1.3702 | Task 0.6389 | Con 2.4377
Epoch 15 | Step 0800/3102 | Loss 1.6295 | Task 1.6295 | Con 0.0000
Epoch 15 | Step 0900/3102 | Loss 0.9329 | Task 0.4616 | Con 1.5707
Epoch 15 | Step 1000/3102 | Loss 1.8283 | Task 1.2968 | Con 1.7718
Epoch 15 | Step 1100/3102 | Loss 1.5564 | Task 0.8663 | Con 2.3002
Epoch 15 | Step 1200/3102 | Loss 1.5674 | Task 0.9073 | Con 2.2003
Epoch 15 | Step 1300/3102 | Loss 1.4779 | Task 0.8515 | Con 2.0879
Epoch 15 | Step 1400/3102 | Loss 1.6051 | Task 0.9878 | Con 2.0577
Epoch 15 | Step 1500/3102 | Loss 1.2750 | Task 0.7050 | Con 1.9002
Epoch 15 | Step 1600/3102 | Loss 1.1682 | Task 0.5106 | Con 2.1920
Epoch 15 | Step 1700/3102 | Loss 1.3460 | Task 0.6773 | Con 2.2289
Epoch 15 | Step 1800/3102 | Loss 1.5621 | Task 1.3419 | Con 0.7339
Epoch 15 | Step 1900/3102 | Loss 1.5817 | Task 0.9575 | Con 2.0808
Epoch 15 | Step 2000/3102 | Loss 1.0348 | Task 0.3797 | Con 2.1836
Epoch 15 | Step 2100/3102 | Loss 2.1294 | Task 1.3879 | Con 2.4717
Epoch 15 | Step 2200/3102 | Loss 1.4031 | Task 0.8156 | Con 1.9584
Epoch 15 | Step 2300/3102 | Loss 3.2257 | Task 2.6895 | Con 1.7874
Epoch 15 | Step 2400/3102 | Loss 1.9418 | Task 1.5006 | Con 1.4705
Epoch 15 | Step 2500/3102 | Loss 1.0437 | Task 0.4045 | Con 2.1306
Epoch 15 | Step 2600/3102 | Loss 1.5496 | Task 0.9006 | Con 2.1630
Epoch 15 | Step 2700/3102 | Loss 1.4560 | Task 1.0518 | Con 1.3474
Epoch 15 | Step 2800/3102 | Loss 1.9321 | Task 1.1832 | Con 2.4964
Epoch 15 | Step 2900/3102 | Loss 3.8637 | Task 3.2029 | Con 2.2028
Epoch 15 | Step 3000/3102 | Loss 1.3075 | Task 0.6738 | Con 2.1122
Epoch 15 | Step 3100/3102 | Loss 0.9086 | Task 0.4029 | Con 1.6857
   15 |   1.7290 |   1.1070 |   2.0733 |    86.25 |    87.03 |    57.07 |      75.61 | ✓
Epoch 16 | Step 0000/3102 | Loss 1.3604 | Task 0.9545 | Con 1.3532
Epoch 16 | Step 0100/3102 | Loss 0.8117 | Task 0.2257 | Con 1.9533
Epoch 16 | Step 0200/3102 | Loss 2.6104 | Task 1.8679 | Con 2.4751
Epoch 16 | Step 0300/3102 | Loss 1.2727 | Task 0.7988 | Con 1.5798
Epoch 16 | Step 0400/3102 | Loss 0.8160 | Task 0.8160 | Con 0.0000
Epoch 16 | Step 0500/3102 | Loss 2.0729 | Task 1.5464 | Con 1.7549
Epoch 16 | Step 0600/3102 | Loss 2.4360 | Task 1.8653 | Con 1.9023
Epoch 16 | Step 0700/3102 | Loss 1.6931 | Task 0.9769 | Con 2.3873
Epoch 16 | Step 0800/3102 | Loss 1.4076 | Task 0.8449 | Con 1.8759
Epoch 16 | Step 0900/3102 | Loss 3.3366 | Task 2.9578 | Con 1.2627
Epoch 16 | Step 1000/3102 | Loss 2.5304 | Task 1.9027 | Con 2.0922
Epoch 16 | Step 1100/3102 | Loss 1.1094 | Task 0.5237 | Con 1.9523
Epoch 16 | Step 1200/3102 | Loss 1.5704 | Task 0.9674 | Con 2.0100
Epoch 16 | Step 1300/3102 | Loss 1.6210 | Task 1.0995 | Con 1.7384
Epoch 16 | Step 1400/3102 | Loss 2.4275 | Task 1.9300 | Con 1.6581
Epoch 16 | Step 1500/3102 | Loss 1.6475 | Task 0.9797 | Con 2.2259
Epoch 16 | Step 1600/3102 | Loss 1.0334 | Task 0.4669 | Con 1.8882
Epoch 16 | Step 1700/3102 | Loss 1.3494 | Task 0.6419 | Con 2.3581
Epoch 16 | Step 1800/3102 | Loss 1.9282 | Task 1.2455 | Con 2.2758
Epoch 16 | Step 1900/3102 | Loss 1.8430 | Task 1.1920 | Con 2.1703
Epoch 16 | Step 2000/3102 | Loss 1.5532 | Task 0.8238 | Con 2.4313
Epoch 16 | Step 2100/3102 | Loss 1.0413 | Task 0.3595 | Con 2.2726
Epoch 16 | Step 2200/3102 | Loss 0.8611 | Task 0.1110 | Con 2.5002
Epoch 16 | Step 2300/3102 | Loss 2.1888 | Task 1.4922 | Con 2.3218
Epoch 16 | Step 2400/3102 | Loss 1.0571 | Task 0.3187 | Con 2.4614
Epoch 16 | Step 2500/3102 | Loss 1.5940 | Task 0.8942 | Con 2.3329
Epoch 16 | Step 2600/3102 | Loss 1.2688 | Task 0.4602 | Con 2.6952
Epoch 16 | Step 2700/3102 | Loss 1.5919 | Task 1.0256 | Con 1.8878
Epoch 16 | Step 2800/3102 | Loss 1.3141 | Task 1.3141 | Con 0.0000
Epoch 16 | Step 2900/3102 | Loss 1.2730 | Task 0.3454 | Con 3.0920
Epoch 16 | Step 3000/3102 | Loss 1.9169 | Task 1.2762 | Con 2.1355
Epoch 16 | Step 3100/3102 | Loss 1.2593 | Task 0.7663 | Con 1.6430
   16 |   1.7189 |   1.0983 |   2.0688 |    86.36 |    86.94 |    57.01 |      75.53 | 
Epoch 17 | Step 0000/3102 | Loss 1.4440 | Task 0.8423 | Con 2.0059
Epoch 17 | Step 0100/3102 | Loss 1.2202 | Task 0.6725 | Con 1.8257
Epoch 17 | Step 0200/3102 | Loss 1.4671 | Task 1.0861 | Con 1.2702
Epoch 17 | Step 0300/3102 | Loss 1.2412 | Task 0.6954 | Con 1.8191
Epoch 17 | Step 0400/3102 | Loss 1.0953 | Task 0.6158 | Con 1.5983
Epoch 17 | Step 0500/3102 | Loss 0.9667 | Task 0.1804 | Con 2.6211
Epoch 17 | Step 0600/3102 | Loss 1.3190 | Task 0.5459 | Con 2.5772
Epoch 17 | Step 0700/3102 | Loss 2.7493 | Task 1.9764 | Con 2.5762
Epoch 17 | Step 0800/3102 | Loss 1.1597 | Task 0.5260 | Con 2.1121
Epoch 17 | Step 0900/3102 | Loss 1.3340 | Task 0.7450 | Con 1.9635
Epoch 17 | Step 1000/3102 | Loss 1.1747 | Task 0.5423 | Con 2.1079
Epoch 17 | Step 1100/3102 | Loss 1.1172 | Task 0.5481 | Con 1.8970
Epoch 17 | Step 1200/3102 | Loss 1.8956 | Task 1.0510 | Con 2.8151
Epoch 17 | Step 1300/3102 | Loss 1.8999 | Task 0.9807 | Con 3.0640
Epoch 17 | Step 1400/3102 | Loss 1.1446 | Task 0.5471 | Con 1.9914
Epoch 17 | Step 1500/3102 | Loss 2.1786 | Task 1.6325 | Con 1.8204
Epoch 17 | Step 1600/3102 | Loss 1.5601 | Task 0.6218 | Con 3.1277
Epoch 17 | Step 1700/3102 | Loss 2.2881 | Task 1.6117 | Con 2.2547
Epoch 17 | Step 1800/3102 | Loss 1.1216 | Task 0.5029 | Con 2.0622
Epoch 17 | Step 1900/3102 | Loss 3.4110 | Task 2.5623 | Con 2.8291
Epoch 17 | Step 2000/3102 | Loss 4.3346 | Task 3.4479 | Con 2.9556
Epoch 17 | Step 2100/3102 | Loss 1.6551 | Task 1.0231 | Con 2.1067
Epoch 17 | Step 2200/3102 | Loss 1.8729 | Task 1.1572 | Con 2.3856
Epoch 17 | Step 2300/3102 | Loss 0.9141 | Task 0.2333 | Con 2.2695
Epoch 17 | Step 2400/3102 | Loss 2.4490 | Task 1.7720 | Con 2.2567
Epoch 17 | Step 2500/3102 | Loss 2.7750 | Task 2.1927 | Con 1.9410
Epoch 17 | Step 2600/3102 | Loss 0.9192 | Task 0.5018 | Con 1.3913
Epoch 17 | Step 2700/3102 | Loss 3.4698 | Task 2.5413 | Con 3.0952
Epoch 17 | Step 2800/3102 | Loss 1.3311 | Task 0.8001 | Con 1.7700
Epoch 17 | Step 2900/3102 | Loss 1.1215 | Task 0.4873 | Con 2.1139
Epoch 17 | Step 3000/3102 | Loss 2.9013 | Task 2.4563 | Con 1.4834
